clientid,patientid,statusid,name,breedname,breedid,speciesname,speciesid,extension,active,description
4471,17886,1,Rusty,Cockapoo,COC,Canine,CAN,,1,Neutered Male
19572,26918,1,Rusty,Goldendoodle,RGP,Canine,CAN,,1,Neutered Male
L7055,L7055-1,1,Rusty,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
1436,2326,1,Rusty,YORKSHIRE TERRIER,4,Canine,CAN,,1,Neutered Male
20815,2337,1,Rusty,Domestic Shorthair,DSH,Feline,FEL,,1,Male
L2305,12071,1,Rusty,"Poodle, Toy",POT,Canine,CAN,,1,Male
5462,8448,1,Rusty,"Poodle, Toy",POT,Canine,CAN,,1,Neutered Male
5260,22324,1,Rusty,Pomeranian,POM,Canine,CAN,,1,Neutered Male
103,139,1,Rusty,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L7768,L7196,1,Rusty Carrot,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22783,28817,1,Ruth,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
17226,25967,1,Ruth,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6137,9386,1,Ruth,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
14171,23424,1,Ruth,Pitbull Mix,PBX,Canine,CAN,,1,Spayed Female
12613,21429,1,Ruthie,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Female
12705,21623,1,Ruthie,DSH,8,Feline,FEL,,1,Spayed Female
11169,19186,1,Ruthie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1830,23743,1,Ruthie,Chihuahua Mix,CIX,Canine,CAN,,1,Spayed Female
16644,16644-4,1,Ruthie,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
21245,28945,1,Ruthy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21922,26581,1,Rutledge,"Retriever, Golden",RGO,Canine,CAN,,1,Neutered Male
2388,3763,1,Ruu,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8566,23796,1,Ruxton II,"Poodle, Standard",POS,Canine,CAN,,1,Neutered Male
11453,19413,1,Ruzzo,"Bulldog, English",BUE,Canine,CAN,,1,Male
22469,27922,1,Ryder,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
17041,10425,1,Ryder,"Setter, English",SEE,Canine,CAN,,1,Neutered Male
8256,23636,1,Ryder,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Neutered Male
21085,25414,1,Ryder,Collie Mix,COX,Canine,CAN,,1,Neutered Male
2531,21676,1,Ryder,Retriever,RET,Canine,CAN,,1,Neutered Male
3027,5032,1,Ryder,GOLDEN RETRIEVER,2,Canine,CAN,,1,Neutered Male
22130,27165,1,Ryder,Poodle,PDL,Canine,CAN,,1,Neutered Male
16155,24368,1,Rye,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18791,31302,1,Rye,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Male
1409,2284,1,Ryker,Mixed,MIX,Canine,CAN,,1,Neutered Male
12849,21769,1,Ryker,Unknown,UNK,Rabbit,RAB,,1,Female
18674,22105,1,Ryla,Retriever Mixed,REX,Canine,CAN,,1,Female
15337,15337-2,1,Rylan,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
6728,11470,1,Rylee,"Terrier, Jack Russell",TJR,Canine,CAN,,1,Female
2165,L6111,1,Rylee,Domestic Shorthair,DSH,Feline,FEL,,1,Female
5330,8261,1,Rylee,Rottweiler,ROT,Canine,CAN,,1,Female
164,8737,1,Rylee,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
20896,20896-2,1,Rylee,Domestic Shorthair,DSH,Feline,FEL,,1,Female
11208,18983,1,Rylee,Pitbull,PIT,Canine,CAN,,1,Spayed Female
L6890,L6890-1,1,Ryleigh,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
18173,18173-1,1,Ryley,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
18103,8137,1,Rylie,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
11449,15463,1,Rylo,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
19617,19617-2,1,Ryot,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
16500,24527,1,Ryu,Gecko,GEC,Reptile/Amphibian,REA,,1,Male
6775,10456,1,Ryujin,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Male
16683,16683-2,1,Sabbath,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11574,19624,1,Sabel,Husky,HUS,Canine,CAN,,1,Spayed Female
9764,16076,1,Sable,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
14405,14405-5,1,Sable,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
8047,8047-1,1,Sable,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10414,17429,1,Sabra,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1969,1969-3,1,Sabre,"Bulldog, American",BUA,Canine,CAN,,1,Neutered Male
4983,12912,1,Sabrina,Siamese,SIA,Feline,FEL,,1,Spayed Female
16744,7190,1,Sabrina,"Rex, Devon",RXD,Feline,FEL,,1,Spayed Female
19219,25533,1,Sabrina,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
14618,14618-13,1,Sacco,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4220,5739,1,Sacha,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22798,28858,1,Sacha,Poodle Mix,PXX,Canine,CAN,,1,Female
17937,25108,1,Sacha Ruby,Shih Tzu,SHI,Canine,CAN,,1,Female
8425,18098,1,Saddle,"Spaniel, English Springer",SPN,Canine,CAN,,1,Male
L7895,30336,1,Sadie,Mixed,MIX,Canine,CAN,,1,Female
14226,23441,1,Sadie,Boxer,BOX,Canine,CAN,,1,Spayed Female
L3708,L2853,1,Sadie,Mixed,MIX,Canine,CAN,,1,Spayed Female
13321,27246,1,Sadie,"Goldendoodle, mini",MGO,Canine,CAN,,1,Female
11174,18918,1,Sadie,"Dragon, Bearded",DBR,Reptile/Amphibian,REA,,1,Female
13951,23331,1,Sadie,"Terrier, Scottish",TSC,Canine,CAN,,1,Female
20402,5751,1,Sadie,Dwarf,DWA,Rabbit,RAB,,1,Female
1904,3039,1,Sadie,COCKER SPANIEL,13,Canine,CAN,,1,Female
10481,17534,1,Sadie,Bichon Frise Mix,BIX,Canine,CAN,,1,Spayed Female
8145,8145-4,1,Sadie,Siamese,SIA,Feline,FEL,,1,Spayed Female
3596,5671,1,Sadie,"Terrier, Boston",TBS,Canine,CAN,,1,Spayed Female
22203,27326,1,Sadie,Husky Mix,HUX,Canine,CAN,,1,Spayed Female
L5118,L5387,1,Sadie,Spaniel Mix,SPX,Canine,CAN,,1,Spayed Female
301,14311,1,Sadie,Hound Mix,HOX,Canine,CAN,,1,Spayed Female
3884,L6518-2,1,Sadie,Spaniel,SPP,Canine,CAN,,1,Spayed Female
11185,31020,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23445,30533,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
10528,17625,1,Sadie,"Shepherd, Australian Miniature",SMA,Canine,CAN,,1,Spayed Female
22622,26713,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3518,26037,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3448,5463,1,Sadie,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
22535,28079,1,Sadie,YORKSHIRE TERRIER,4,Canine,CAN,,1,Female
3485,20557,1,Sadie,Shih Tzu,SHI,Canine,CAN,,1,Spayed Female
11825,20073,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8533,19765,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
12303,20764,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
23083,29582,1,Sadie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
19099,27721,1,Sadie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Female
4006,14039,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8408,13560,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8269,13265,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23190,29859,1,Sadie,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
21402,13118,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3290,5229,1,Sadie,"Shepherd, German",GER,Canine,CAN,,1,Spayed Female
19301,19301-1,1,Sadie,"Eskimo Dog, American",ESA,Canine,CAN,,1,Female
21915,26561,1,Sadie,"Shepherd, Australian",SAU,Canine,CAN,,1,Spayed Female
6641,10188,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L6553,L6553-1,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
6129,1678,1,Sadie,Dachshund Mix,DXX,Canine,CAN,,1,Spayed Female
L6505,L6175,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
L7526,L6930,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11056,18673,1,Sadie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
11062,22385,1,Sadie,"Dachshund, Miniature",DMC,Canine,CAN,,1,Spayed Female
16572,16572-1,1,Sadie,"Hound, Basset",BAH,Canine,CAN,,1,Spayed Female
18590,25331,1,Sadie,"Red Heeler, Australian Mix",ARX,Canine,CAN,,1,Spayed Female
L2999,L1567,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
3683,5816,1,Sadie,Dalmatian,DAL,Canine,CAN,,1,Spayed Female
8392,13525,1,Sadie,"Retriever, Labrador",RLA,Canine,CAN,,1,Female
L6811,L4880,1,Sadie,YORKSHIRE TERRIER,4,Canine,CAN,,1,Spayed Female
11405,19311,1,Sadie,"Cattle Dog, Australian Mix",ACX,Canine,CAN,,1,Spayed Female
7597,12009,1,Sadie,"Cattle Dog, Australian Mix",ACX,Canine,CAN,,1,Spayed Female
1906,3043,1,Sadie,"Retriever, Labrador",RLA,Canine,CAN,,1,Spayed Female
5701,8750,1,Sadie,"Cattle Dog, Australian",ACD,Canine,CAN,,1,Spayed Female
L7062,L7062-1,1,Sadie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Female
8681,8681-2,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
3486,L5331,1,Sadie,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
8740,14183,1,Sadie,AUSTRALIAN SHEPHERD,51,Canine,CAN,,1,Female
11800,11800-2,1,Sadie,Cockapoo,COC,Canine,CAN,,1,Spayed Female
9334,6780,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
18716,5745,1,Sadie,"Retriever, Golden",RGO,Canine,CAN,,1,Spayed Female
11139,18850,1,Sadie,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Female
17599,17599-2,1,Sadie,"Retriever, Golden",RGO,Canine,CAN,,1,Spayed Female
769,5223,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
16378,4705,1,Sadie,YORKSHIRE TERRIER,4,Canine,CAN,,1,Spayed Female
12442,21044,1,Sadie,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
2768,4391,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
14962,7536,1,Sadie,Retriever Mixed,REX,Canine,CAN,,1,Female
7927,18906,1,Sadie,BRITTANY,40,Canine,CAN,,1,Spayed Female
12369,20932,1,Sadie,Retriever,RET,Canine,CAN,,1,Spayed Female
238,11286,1,Sadie,Retriever,RET,Canine,CAN,,1,Spayed Female
1671,2935,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
18818,25074,1,Sadie,Poodle Mix,PXX,Canine,CAN,,1,Spayed Female
10485,17540,1,Sadie,FRENCH BULLDOG,29,Canine,CAN,,1,Spayed Female
1393,2261,1,Sadie,"Chihuahua, Smooth-coated",CIS,Canine,CAN,,1,Female
8601,13932,1,Sadie,"Pug, Chinese Mixed",PUX,Canine,CAN,,1,Spayed Female
5931,9079,1,Sadie,"Pug, Chinese Mixed",PUX,Canine,CAN,,1,Female
20316,20316-2,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21612,21612-1,1,Sadie,"Pug, Chinese",PUG,Canine,CAN,,1,Spayed Female
14129,25396,1,Sadie,DOBERMAN PINSCHER,26,Canine,CAN,,1,Spayed Female
18786,26568,1,Sadie,"Poodle, Standard",POS,Canine,CAN,,1,Spayed Female
5093,7910,1,Sadie,GOLDEN RETRIEVER,2,Canine,CAN,,1,Spayed Female
L4704,L6224,1,Sadie,BOSTON TERRIER,3,Canine,CAN,,1,Female
18168,5084,1,Sadie,"Collie, Border Mix",CBX,Canine,CAN,,1,Spayed Female
11046,18649,1,Sadie,Catahoula Leopard Dog Mix,CAX,Canine,CAN,,1,Spayed Female
151,445,1,Sadie,Cane Corso,CAC,Canine,CAN,,1,Female
2451,3884,1,Sadie,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
L1977,L6763,1,Sadie,Boxer Mix,BXX,Canine,CAN,,1,Spayed Female
2427,3834,1,Sadie,Pitbull,PIT,Canine,CAN,,1,Spayed Female
4743,9751,1,Sadie,Boxer Mix,BXX,Canine,CAN,,1,Spayed Female
1084,1746,1,Sadie,Boxer Mix,BXX,Canine,CAN,,1,Spayed Female
16623,16623-3,1,Sadie,Pitbull,PIT,Canine,CAN,,1,Spayed Female
15423,1494,1,Sadie,Pekingese Mix,PEX,Canine,CAN,,1,Spayed Female
17892,25096,1,Sadie,SHETLAND SHEEPDOG,16,Canine,CAN,,1,Spayed Female
23484,30661,1,Sadie,Bernadoodle- Bernese and Poodl,BPX,Canine,CAN,,1,Female
2687,4265,1,Sadie,Husky Mix,HUX,Canine,CAN,,1,Female
8795,17003,1,Sadie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
19426,7247,1,Sadie Alexander,Terrier Mix,TEX,Canine,CAN,,1,Spayed Female
1813,2919,1,Sadie Grace,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
L7300,L6272,1,Sadie Rose,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
15615,28656,1,Saedi,GERMAN SHEPHERD,11,Canine,CAN,,1,Female
10660,28982,1,Saffron,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
20828,23183,1,Saffron,Chihuahua Mix,CIX,Canine,CAN,,1,Female
6006,12864,1,Saffrona,BOSTON TERRIER,3,Canine,CAN,,1,Spayed Female
9824,30317,1,Sage,DSH,8,Feline,FEL,,1,Neutered Male
3044,17423,1,Sage,Dumbo,DUM,Rat,RAT,,1,Female
L5461,29795,1,Sage,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L7762,15607,1,Sage,"Shepherd, Australian Miniature",SMA,Canine,CAN,,1,Female
2573,4071,1,Sage,Beagle Mix,BGX,Canine,CAN,,1,Spayed Female
14067,23391,1,Sage,Domestic Shorthair,DSH,Feline,FEL,,1,Female
10199,21739,1,Sage,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
20766,27817,1,Sage,Shih Tzu Mix,SHH,Canine,CAN,,1,Male
20735,7895,1,Sage,Beagle,BGL,Canine,CAN,,1,Spayed Female
12517,2982,1,Sage,"Retriever, Golden",RGO,Canine,CAN,,1,Female
18248,2561,1,Sage,"Retriever, Golden",RGO,Canine,CAN,,1,Spayed Female
15635,4564,1,Sage,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
22641,28554,1,Sage,Retriever,RET,Canine,CAN,,1,Spayed Female
22151,27361,1,Sage,BOSTON TERRIER,3,Canine,CAN,,1,Spayed Female
1868,26042,1,Sage,"Collie, Border Mix",CBX,Canine,CAN,,1,Spayed Female
14144,23410,1,Sage,BORDER COLLIE,7,Canine,CAN,,1,Spayed Female
10217,16983,1,Sage,BORDER COLLIE,7,Canine,CAN,,1,Male
MPVH,29168,1,Sage,DSH,8,Feline,FEL,,1,Female
13855,12904,1,Sahara,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8410,17086,1,Saharah,"Chameleon, Panther",CPA,Reptile/Amphibian,REA,,1,Female
7053,10979,1,Saige,Newfoundland,NEW,Canine,CAN,,1,Spayed Female
22373,27689,1,Sailor,"Goldendoodle, mini",MGO,Canine,CAN,,1,Neutered Male
11574,19625,1,Sailor,Husky,HUS,Canine,CAN,,1,Spayed Female
L6679,L6679-1,1,Sailor,BERNESE MOUNTAIN DOG,49,Canine,CAN,,1,Spayed Female
463,14298,1,Sailor,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
6810,10514,1,Saint,LABRADOR RETRIEVER,10,Canine,CAN,,1,Neutered Male
1297,2104,1,Saki,Siamese,SIA,Feline,FEL,,1,Neutered Male
4608,23944,1,Sakorra,"Kelpie, Australian",AUK,Canine,CAN,,1,Spayed Female
8617,13969,1,Sal,Persian,PER,Feline,FEL,,1,Neutered Male
20062,20184,1,Sal,Domestic Shorthair,DSH,Feline,FEL,,1,Male
21747,21747-2,1,Sal,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11080,27869,1,Sal,Pitbull,PIT,Canine,CAN,,1,Neutered Male
9334,9334-10,1,Salamin,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11167,18901,1,Salem,"Lop, Holland",LOH,Rabbit,RAB,,1,Male
12756,22242,1,Salem,Domestic,DOM,Ferret,FER,,1,Neutered Male
22763,28763,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4458,26440,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4503,26080,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Male
6498,9894,1,Salem,GERMAN SHEPHERD,11,Canine,CAN,,1,Spayed Female
11843,22251,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Male
11305,19237,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4141,15988,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
3019,L7035,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
1413,2287,1,Salem,Domestic Shorthair,DSH,Feline,FEL,,1,Male
3039,4801,1,Salem,Domestic Mediumhair,DMH,Feline,FEL,,1,Neutered Male
16004,16004-5,1,Salem,Domestic Longhair,DLH,Feline,FEL,,1,Spayed Female
23761,31386,1,Salley,"Pinscher, Miniature",PIM,Canine,CAN,,1,Spayed Female
10572,17692,1,Sally,DSH,8,Feline,FEL,,1,Spayed Female
8024,22803,1,Sally,GOLDEN RETRIEVER,2,Canine,CAN,,1,Female
4176,6573,1,Sally,"Terrier, Jack Russell Mix",TJX,Canine,CAN,,1,Spayed Female
21487,87,1,Sally,Short haired,SHH,Guinea Pig,GUI,,1,Female
23122,29700,1,Sally,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
13156,17458,1,Sally,Beagle,BGL,Canine,CAN,,1,Spayed Female
3677,5795,1,Sally,Shih Tzu Mix,SHH,Canine,CAN,,1,Spayed Female
6697,11771,1,Sally,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
21014,21014-1,1,Sally,"Dachshund, Miniature",DMC,Canine,CAN,,1,Spayed Female
6049,9224,1,Sally,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
15828,8895,1,Sally,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
8916,14469,1,Sally,Chihuahua,CIA,Canine,CAN,,1,Female
16666,24599,1,Sally,Poodle,PDL,Canine,CAN,,1,Female
18534,1237,1,Sally,Domestic Mediumhair,DMH,Feline,FEL,,1,Spayed Female
9854,16286,1,Sally,Domestic Longhair,DLH,Feline,FEL,,1,Female
13789,31100,1,Sally,Lop,LOP,Rabbit,RAB,,1,Female
2261,26085,1,Salsa,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
14334,23562,1,Salt,Other Rat,OTH,Rat,RAT,,1,Female
L7891,18462,1,Salt,Domestic,DOM,Rat,RAT,,1,Male
16630,16630-2,1,Salty,"Terrier, West Highland White",TWH,Canine,CAN,,1,Spayed Female
15134,26513,1,Salty,Budgerigar,BOU,Avian,AVI,,1,Female
23043,29476,1,Salvatore,"Pitbull, American",PTA,Canine,CAN,,1,Neutered Male
23408,30445,1,Sam,BASSET HOUND,14,Canine,CAN,,1,Neutered Male
23157,9626,1,Sam,Mixed,MIX,Canine,CAN,,1,Neutered Male
L4300,22243,1,Sam,"Corgi, Welsh Mix",WCX,Canine,CAN,,1,Neutered Male
1634,1634-5,1,Sam,"Turtle, Box",TBO,Reptile/Amphibian,REA,,1,Male
6616,10148,1,Sam,"Snake, King",SKG,Reptile/Amphibian,REA,,1,Male
5727,8788,1,Sam,"Terrier, Yorkshire",TYO,Canine,CAN,,1,Neutered Male
18125,5800,1,Sam,"Terrier, Yorkie-poo",TYD,Canine,CAN,,1,Neutered Male
3741,5887,1,Sam,"Dwarf, Netherland",NED,Rabbit,RAB,,1,Neutered Male
10356,17296,1,Sam,Maltese,MAL,Canine,CAN,,1,Neutered Male
3583,5664,1,Sam,"Terrier, Jack Russell",TJR,Canine,CAN,,1,Neutered Male
L1820,L1820-2,1,Sam,Lhasa Apso,LHA,Canine,CAN,,1,Male
21514,21953,1,Sam,Siamese,SIA,Feline,FEL,,1,Neutered Male
8417,13580,1,Sam,GERMAN SHEPHERD,11,Canine,CAN,,1,Female
3986,7234,1,Sam,Siamese,SIA,Feline,FEL,,1,Neutered Male
9318,16662,1,Sam,GOLDEN RETRIEVER,2,Canine,CAN,,1,Male
14651,14651-4,1,Sam,Siamese,SIA,Feline,FEL,,1,Neutered Male
585,585-7,1,Sam,"Terrier, Boston",TBS,Canine,CAN,,1,Neutered Male
15570,24126,1,Sam,Hound Mix,HOX,Canine,CAN,,1,Female
L4113,26105,1,Sam,"Pointer, German Shorthaired",GSH,Canine,CAN,,1,Neutered Male
8787,25566,1,Sam,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
13014,22219,1,Sam,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
11152,18879,1,Sam,"Shepherd, German",GER,Canine,CAN,,1,Neutered Male
15150,15150-2,1,Sam,"Retriever, Labrador",RLA,Canine,CAN,,1,Neutered Male
21780,21780-4,1,Sam,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22036,26965,1,Sam,CAVALIER KING CHARLES SPANIEL,27,Canine,CAN,,1,Neutered Male
L5185,L6945,1,Sam,"Poodle, Standard",POS,Canine,CAN,,1,Male
20650,20644,1,Sam,Pitbull,PIT,Canine,CAN,,1,Neutered Male
17450,24918,1,Sam,Puggle,PGL,Canine,CAN,,1,Neutered Male
1592,2587,1,Sam,BOSTON TERRIER,3,Canine,CAN,,1,Neutered Male
1818,L4217,1,Sam,Domestic Longhair,DLH,Feline,FEL,,1,Female
8145,8145-6,1,Sam III,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
8212,28038,1,Samantha,DSH,8,Feline,FEL,,1,Female
20772,20772-1,1,Samantha,"Turtle, Painted",TPT,Reptile/Amphibian,REA,,1,Female
9588,19735,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
11352,19230,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
4177,6571,1,Samantha,Shih Tzu Mix,SHH,Canine,CAN,,1,Female
12723,21644,1,Samantha,LABRADOR RETRIEVER,10,Canine,CAN,,1,Spayed Female
L6173,L3987,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Female
L1223,L1223-3,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
1256,2041,1,Samantha,Goldendoodle,RGP,Canine,CAN,,1,Spayed Female
3096,4901,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Female
2833,4492,1,Samantha,Retriever Mixed,REX,Canine,CAN,,1,Spayed Female
21417,21417-3,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
7640,12078,1,Samantha,Poodle Mix,PXX,Canine,CAN,,1,Female
4434,143,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
12819,12819-4,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
23026,29425,1,Samantha,Domestic Shorthair,DSH,Feline,FEL,,1,Female
2950,22705,1,Sambo,DSH,8,Feline,FEL,,1,Neutered Male
7775,12289,1,Sambucca,"Sheepdog, Shetland",SHS,Canine,CAN,,1,Neutered Male
L7472,L6636,1,Sameow,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
9728,16000,1,Sami,"Kelpie, Australian Mix",AXX,Canine,CAN,,1,Neutered Male
L5093,L2258,1,Sami,Domestic Mediumhair,DMH,Feline,FEL,,1,Female
23224,29967,1,Samie,Cockatiel,COK,Avian,AVI,,1,Female
17166,17166-1,1,Sammi,Boxer,BOX,Canine,CAN,,1,Female
4937,7700,1,Sammi,Domestic Shorthair,DSH,Feline,FEL,,1,Female
2659,4242,1,Sammi,Poodle Mix,PXX,Canine,CAN,,1,Neutered Male
15040,23901,1,Sammie,GOLDEN RETRIEVER,2,Canine,CAN,,1,Spayed Female
15697,24252,1,Sammie,"Gecko, Leopard",GKL,Reptile/Amphibian,REA,,1,Male
20929,920,1,Sammie,"Sheepdog, Shetland",SHS,Canine,CAN,,1,Spayed Female
6788,19819,1,Sammie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
12079,20496,1,Sammie,Domestic Shorthair,DSH,Feline,FEL,,1,Female
7745,12233,1,Sammie,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
2290,3619,1,Sammie,Goldendoodle,RGP,Canine,CAN,,1,Female
L6927,L5253,1,Sammie,Poodle Mix,PXX,Canine,CAN,,1,Neutered Male
13303,23967,1,Sammie Sue,"Retriever, Labrador Mix",RLX,Canine,CAN,,1,Spayed Female
9015,18798,1,Sammy,Mixed,MIX,Canine,CAN,,1,Neutered Male
19124,25492,1,Sammy,BASSET HOUND,14,Canine,CAN,,1,Neutered Male
L3631,21863,1,Sammy,DSH,8,Feline,FEL,,1,Neutered Male
5006,1738,1,Sammy,"Goldendoodle, mini",MGO,Canine,CAN,,1,Spayed Female
3252,5145,1,Sammy,Bichon Frise Mix,BIX,Canine,CAN,,1,Neutered Male
15045,15045-1,1,Sammy,Maltese,MAL,Canine,CAN,,1,Neutered Male
4638,26206,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
16673,21534,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
4892,18361,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Male
15386,17143,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
L6557,18795,1,Sammy,Shih Tzu Mix,SHH,Canine,CAN,,1,Neutered Male
5504,16220,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
15088,12888,1,Sammy,"Shepherd, German",GER,Canine,CAN,,1,Spayed Female
8070,12890,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Spayed Female
6783,10468,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
22778,28808,1,Sammy,TURTLE,21,Reptile,1,,1,Female
11384,6919,1,Sammy,Domestic Shorthair,DSH,Feline,FEL,,1,Neutered Male
